Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.9118457300275482,0.6060606060606061,0.09917355371900827
2,0.7044198895027625,0.47790055248618785,0.03591160220994475
3,0.46537396121883656,0.37950138504155123,0.0221606648199446
4,0.28888888888888886,0.30277777777777776,0.011111111111111112
5,0.1977715877437326,0.24233983286908078,0.005571030640668524
6,0.13966480446927373,0.19553072625698323,0.002793296089385475
7,0.0896358543417367,0.16246498599439776,0.0
8,0.0702247191011236,0.13202247191011235,0.0
9,0.059154929577464786,0.10985915492957747,0.0
10,0.05084745762711865,0.09322033898305085,0.0
11,0.039660056657223795,0.0821529745042493,0.0
12,0.03409090909090909,0.07102272727272728,0.0
13,0.03133903133903134,0.05982905982905983,0.0
14,0.022857142857142857,0.04857142857142857,0.0
15,0.017191977077363897,0.03724928366762178,0.0
16,0.014367816091954023,0.02586206896551724,0.0
17,0.011527377521613832,0.01729106628242075,0.0
18,0.005780346820809248,0.011560693641618497,0.0
19,0.002898550724637681,0.008695652173913044,0.0
20,0.0,0.005813953488372093,0.0
21,0.0,0.0029154518950437317,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
