Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.22589531680440772,0.03305785123966942
2,0.0,0.1850828729281768,0.0027624309392265192
3,0.0,0.14958448753462603,0.0
4,0.0,0.125,0.0
5,0.0,0.10306406685236769,0.0
6,0.0,0.08379888268156424,0.0
7,0.0,0.06722689075630252,0.0
8,0.0,0.05337078651685393,0.0
9,0.0,0.04507042253521127,0.0
10,0.0,0.03672316384180791,0.0
11,0.0,0.028328611898016998,0.0
12,0.0,0.02556818181818182,0.0
13,0.0,0.022792022792022793,0.0
14,0.0,0.02,0.0
15,0.0,0.017191977077363897,0.0
16,0.0,0.014367816091954023,0.0
17,0.0,0.011527377521613832,0.0
18,0.0,0.008670520231213872,0.0
19,0.0,0.002898550724637681,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
