Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.04132231404958678,0.162534435261708,0.03305785123966942
2,0.0,0.1132596685082873,0.0027624309392265192
3,0.0,0.08033240997229917,0.0
4,0.0,0.05555555555555555,0.0
5,0.0,0.03899721448467967,0.0
6,0.0,0.027932960893854747,0.0
7,0.0,0.022408963585434174,0.0
8,0.0,0.016853932584269662,0.0
9,0.0,0.011267605633802818,0.0
10,0.0,0.00847457627118644,0.0
11,0.0,0.0056657223796034,0.0
12,0.0,0.002840909090909091,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
