Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.2369146005509642,0.03305785123966942
2,0.0,0.20165745856353592,0.0027624309392265192
3,0.0,0.16620498614958448,0.0
4,0.0,0.1388888888888889,0.0
5,0.0,0.11977715877437325,0.0
6,0.0,0.10335195530726257,0.0
7,0.0,0.08683473389355742,0.0
8,0.0,0.07303370786516854,0.0
9,0.0,0.061971830985915494,0.0
10,0.0,0.05367231638418079,0.0
11,0.0,0.0453257790368272,0.0
12,0.0,0.03977272727272727,0.0
13,0.0,0.03418803418803419,0.0
14,0.0,0.02857142857142857,0.0
15,0.0,0.022922636103151862,0.0
16,0.0,0.017241379310344827,0.0
17,0.0,0.011527377521613832,0.0
18,0.0,0.008670520231213872,0.0
19,0.0,0.005797101449275362,0.0
20,0.0,0.0029069767441860465,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
