Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.6776859504132231,0.581267217630854,0.29201101928374656
2,0.3756906077348066,0.4613259668508287,0.15469613259668508
3,0.18282548476454294,0.3656509695290859,0.09141274238227147
4,0.08333333333333333,0.2861111111111111,0.06388888888888888
5,0.04178272980501393,0.21727019498607242,0.04456824512534819
6,0.030726256983240222,0.17039106145251395,0.036312849162011177
7,0.022408963585434174,0.1400560224089636,0.03081232492997199
8,0.016853932584269662,0.10955056179775281,0.025280898876404494
9,0.011267605633802818,0.09295774647887324,0.01971830985915493
10,0.011299435028248588,0.07909604519774012,0.014124293785310734
11,0.0084985835694051,0.0708215297450425,0.0113314447592068
12,0.008522727272727272,0.0625,0.008522727272727272
13,0.005698005698005698,0.05413105413105413,0.005698005698005698
14,0.002857142857142857,0.045714285714285714,0.002857142857142857
15,0.0028653295128939827,0.03724928366762178,0.0
16,0.0028735632183908046,0.028735632183908046,0.0
17,0.0,0.023054755043227664,0.0
18,0.0,0.017341040462427744,0.0
19,0.0,0.011594202898550725,0.0
20,0.0,0.005813953488372093,0.0
21,0.0,0.0029154518950437317,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
