Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.20385674931129477,0.03305785123966942
2,0.0,0.16298342541436464,0.0027624309392265192
3,0.0,0.12742382271468145,0.0
4,0.0,0.10277777777777777,0.0
5,0.0,0.0807799442896936,0.0
6,0.0,0.06424581005586592,0.0
7,0.0,0.05322128851540616,0.0
8,0.0,0.0449438202247191,0.0
9,0.0,0.036619718309859155,0.0
10,0.0,0.02824858757062147,0.0
11,0.0,0.025495750708215296,0.0
12,0.0,0.022727272727272728,0.0
13,0.0,0.019943019943019943,0.0
14,0.0,0.017142857142857144,0.0
15,0.0,0.014326647564469915,0.0
16,0.0,0.011494252873563218,0.0
17,0.0,0.005763688760806916,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
